Date/Time,Power Delivered (W),Energy Delivered (Wh),Cumulative Energy Delivered (Wh)
4/21/2019 11:30,1139,,
4/21/2019 11:45,14856,3714,4853
4/21/2019 12:00,14892,3723,8576
4/21/2019 12:15,15524,3881,12457
4/21/2019 12:30,11136,2784,15241
4/21/2019 12:45,12876,3219,18460
4/21/2019 13:00,17908,4477,22937
4/21/2019 13:15,18144,4536,27473
4/21/2019 13:30,18620,4655,32128
4/21/2019 13:45,19032,4758,36886
4/21/2019 14:00,18784,4696,41582
4/21/2019 14:15,18424,4606,46188
4/21/2019 14:30,18232,4558,50746
4/21/2019 14:45,17904,4476,55222
4/21/2019 15:00,17464,4366,59588
4/21/2019 15:15,16936,4234,63822
4/21/2019 15:30,16332,4083,67905
4/21/2019 15:45,15564,3891,71796
4/21/2019 16:00,14720,3680,75476
4/21/2019 16:15,14032,3508,78984
4/21/2019 16:30,12248,3062,82046
4/21/2019 16:45,10212,2553,84599
4/21/2019 17:00,9504,2376,86975
4/21/2019 17:15,9844,2461,89436
4/21/2019 17:30,8936,2234,91670
4/21/2019 17:45,5592,1398,93068
4/21/2019 18:00,2808,702,93770
4/21/2019 18:15,1164,291,94061
4/21/2019 18:30,656,164,94225
4/21/2019 18:45,660,165,94390
4/21/2019 19:00,664,166,94556
4/21/2019 19:15,336,84,94640
4/21/2019 19:30,136,34,94674
4/21/2019 19:45,32,8,94682
4/21/2019 20:00,0,0,94682
4/21/2019 20:15,0,0,94682
4/21/2019 20:30,0,0,94682
4/21/2019 20:45,0,0,94682
4/21/2019 21:00,0,0,94682
4/21/2019 21:15,0,0,94682
4/21/2019 21:30,0,0,94682
4/21/2019 21:45,0,0,94682
4/21/2019 22:00,0,0,94682
4/21/2019 22:15,0,0,94682
4/21/2019 22:30,0,0,94682
4/21/2019 22:45,0,0,94682
4/21/2019 23:00,0,0,94682
4/21/2019 23:15,0,0,94682
4/21/2019 23:30,0,0,94682
4/21/2019 23:45,0,0,94682
4/22/2019 0:00,0,0,94682
4/22/2019 0:15,0,0,94682
4/22/2019 0:30,0,0,94682
4/22/2019 0:45,0,0,94682
4/22/2019 1:00,0,0,94682
4/22/2019 1:15,0,0,94682
4/22/2019 1:30,0,0,94682
4/22/2019 1:45,0,0,94682
4/22/2019 2:00,0,0,94682
4/22/2019 2:15,0,0,94682
4/22/2019 2:30,0,0,94682
4/22/2019 2:45,0,0,94682
4/22/2019 3:00,0,0,94682
4/22/2019 3:15,0,0,94682
4/22/2019 3:30,0,0,94682
4/22/2019 3:45,0,0,94682
4/22/2019 4:00,0,0,94682
4/22/2019 4:15,0,0,94682
4/22/2019 4:30,0,0,94682
4/22/2019 4:45,0,0,94682
4/22/2019 5:00,0,0,94682
4/22/2019 5:15,0,0,94682
4/22/2019 5:30,0,0,94682
4/22/2019 5:45,0,0,94682
4/22/2019 6:00,0,0,94682
4/22/2019 6:15,0,0,94682
4/22/2019 6:30,0,0,94682
4/22/2019 6:45,0,0,94682
4/22/2019 7:00,0,0,94682
4/22/2019 7:15,0,0,94682
4/22/2019 7:30,0,0,94682
4/22/2019 7:45,0,0,94682
4/22/2019 8:00,0,0,94682
4/22/2019 8:15,16,4,94686
4/22/2019 8:30,272,68,94754
4/22/2019 8:45,500,125,94879
4/22/2019 9:00,680,170,95049
4/22/2019 9:15,1012,253,95302
4/22/2019 9:30,1308,327,95629
4/22/2019 9:45,1224,306,95935
4/22/2019 10:00,804,201,96136
4/22/2019 10:15,632,158,96294
4/22/2019 10:30,864,216,96510
4/22/2019 10:45,1088,272,96782
4/22/2019 11:00,1184,296,97078
4/22/2019 11:15,1944,486,97564
4/22/2019 11:30,1704,426,97990
4/22/2019 11:45,1712,428,98418
4/22/2019 12:00,2452,613,99031
4/22/2019 12:15,1484,371,99402
4/22/2019 12:30,1848,462,99864
4/22/2019 12:45,2768,692,100556
4/22/2019 13:00,2308,577,101133
4/22/2019 13:15,1476,369,101502
4/22/2019 13:30,1608,402,101904
4/22/2019 13:45,2920,730,102634
4/22/2019 14:00,4016,1004,103638
4/22/2019 14:15,4568,1142,104780
4/22/2019 14:30,4936,1234,106014
4/22/2019 14:45,4264,1066,107080
4/22/2019 15:00,3804,951,108031
4/22/2019 15:15,3896,974,109005
4/22/2019 15:30,2832,708,109713
4/22/2019 15:45,2100,525,110238
4/22/2019 16:00,2180,545,110783
4/22/2019 16:15,1920,480,111263
4/22/2019 16:30,2240,560,111823
4/22/2019 16:45,2204,551,112374
4/22/2019 17:00,2196,549,112923
4/22/2019 17:15,2300,575,113498
4/22/2019 17:30,3036,759,114257
4/22/2019 17:45,3884,971,115228
4/22/2019 18:00,2964,741,115969
4/22/2019 18:15,3228,807,116776
4/22/2019 18:30,3752,938,117714
4/22/2019 18:45,2872,718,118432
4/22/2019 19:00,2036,509,118941
4/22/2019 19:15,1392,348,119289
4/22/2019 19:30,952,238,119527
4/22/2019 19:45,552,138,119665
4/22/2019 20:00,248,62,119727
4/22/2019 20:15,24,6,119733
4/22/2019 20:30,0,0,119733
4/22/2019 20:45,0,0,119733
4/22/2019 21:00,0,0,119733
4/22/2019 21:15,0,0,119733
4/22/2019 21:30,0,0,119733
4/22/2019 21:45,0,0,119733
4/22/2019 22:00,0,0,119733
4/22/2019 22:15,0,0,119733
4/22/2019 22:30,0,0,119733
4/22/2019 22:45,0,0,119733
4/22/2019 23:00,0,0,119733
4/22/2019 23:15,0,0,119733
4/22/2019 23:30,0,0,119733
4/22/2019 23:45,0,0,119733
4/23/2019 0:00,0,0,119733
4/23/2019 0:15,0,0,119733
4/23/2019 0:30,0,0,119733
4/23/2019 0:45,0,0,119733
4/23/2019 1:00,0,0,119733
4/23/2019 1:15,0,0,119733
4/23/2019 1:30,0,0,119733
4/23/2019 1:45,0,0,119733
4/23/2019 2:00,0,0,119733
4/23/2019 2:15,0,0,119733
4/23/2019 2:30,0,0,119733
4/23/2019 2:45,0,0,119733
4/23/2019 3:00,0,0,119733
4/23/2019 3:15,0,0,119733
4/23/2019 3:30,0,0,119733
4/23/2019 3:45,0,0,119733
4/23/2019 4:00,0,0,119733
4/23/2019 4:15,0,0,119733
4/23/2019 4:30,0,0,119733
4/23/2019 4:45,0,0,119733
4/23/2019 5:00,0,0,119733
4/23/2019 5:15,0,0,119733
4/23/2019 5:30,0,0,119733
4/23/2019 5:45,0,0,119733
4/23/2019 6:00,0,0,119733
4/23/2019 6:15,0,0,119733
4/23/2019 6:30,44,11,119744
4/23/2019 6:45,272,68,119812
4/23/2019 7:00,440,110,119922
4/23/2019 7:15,624,156,120078
4/23/2019 7:30,784,196,120274
4/23/2019 7:45,988,247,120521
4/23/2019 8:00,1164,291,120812
4/23/2019 8:15,1464,366,121178
4/23/2019 8:30,2224,556,121734
4/23/2019 8:45,3284,821,122555
4/23/2019 9:00,4528,1132,123687
4/23/2019 9:15,5932,1483,125170
4/23/2019 9:30,7356,1839,127009
4/23/2019 9:45,8764,2191,129200
4/23/2019 10:00,10184,2546,131746
4/23/2019 10:15,11500,2875,134621
4/23/2019 10:30,12672,3168,137789
4/23/2019 10:45,13744,3436,141225
4/23/2019 11:00,14772,3693,144918
4/23/2019 11:15,15660,3915,148833
4/23/2019 11:30,16464,4116,152949
4/23/2019 11:45,17252,4313,157262
4/23/2019 12:00,17868,4467,161729
4/23/2019 12:15,18340,4585,166314
4/23/2019 12:30,18700,4675,170989
4/23/2019 12:45,19080,4770,175759
4/23/2019 13:00,19268,4817,180576
4/23/2019 13:15,19520,4880,185456
4/23/2019 13:30,19764,4941,190397
4/23/2019 13:45,19508,4877,195274
4/23/2019 14:00,19404,4851,200125
4/23/2019 14:15,16680,4170,204295
4/23/2019 14:30,19048,4762,209057
4/23/2019 14:45,15588,3897,212954
4/23/2019 15:00,18848,4712,217666
4/23/2019 15:15,17808,4452,222118
4/23/2019 15:30,16292,4073,226191
4/23/2019 15:45,15764,3941,230132
4/23/2019 16:00,15476,3869,234001
4/23/2019 16:15,14084,3521,237522
4/23/2019 16:30,11840,2960,240482
4/23/2019 16:45,11368,2842,243324
4/23/2019 17:00,10540,2635,245959
4/23/2019 17:15,6868,1717,247676
4/23/2019 17:30,5904,1476,249152
4/23/2019 17:45,4836,1209,250361
4/23/2019 18:00,6248,1562,251923
4/23/2019 18:15,4808,1202,253125
4/23/2019 18:30,3268,817,253942
4/23/2019 18:45,2504,626,254568
4/23/2019 19:00,1592,398,254966
4/23/2019 19:15,1164,291,255257
4/23/2019 19:30,740,185,255442
4/23/2019 19:45,468,117,255559
4/23/2019 20:00,212,53,255612
4/23/2019 20:15,24,6,255618
4/23/2019 20:30,0,0,255618
4/23/2019 20:45,0,0,255618
4/23/2019 21:00,0,0,255618
4/23/2019 21:15,0,0,255618
4/23/2019 21:30,0,0,255618
4/23/2019 21:45,0,0,255618
4/23/2019 22:00,0,0,255618
4/23/2019 22:15,0,0,255618
4/23/2019 22:30,0,0,255618
4/23/2019 22:45,0,0,255618
4/23/2019 23:00,0,0,255618
4/23/2019 23:15,0,0,255618
4/23/2019 23:30,0,0,255618
4/23/2019 23:45,0,0,255618
4/24/2019 0:00,0,0,255618
4/24/2019 0:15,0,0,255618
4/24/2019 0:30,0,0,255618
4/24/2019 0:45,0,0,255618
4/24/2019 1:00,0,0,255618
4/24/2019 1:15,0,0,255618
4/24/2019 1:30,0,0,255618
4/24/2019 1:45,0,0,255618
4/24/2019 2:00,0,0,255618
4/24/2019 2:15,0,0,255618
4/24/2019 2:30,0,0,255618
4/24/2019 2:45,0,0,255618
4/24/2019 3:00,0,0,255618
4/24/2019 3:15,0,0,255618
4/24/2019 3:30,0,0,255618
4/24/2019 3:45,0,0,255618
4/24/2019 4:00,0,0,255618
4/24/2019 4:15,0,0,255618
4/24/2019 4:30,0,0,255618
4/24/2019 4:45,0,0,255618
4/24/2019 5:00,0,0,255618
4/24/2019 5:15,0,0,255618
4/24/2019 5:30,0,0,255618
4/24/2019 5:45,0,0,255618
4/24/2019 6:00,0,0,255618
4/24/2019 6:15,0,0,255618
4/24/2019 6:30,0,0,255618
4/24/2019 6:45,116,29,255647
4/24/2019 7:00,336,84,255731
4/24/2019 7:15,464,116,255847
4/24/2019 7:30,688,172,256019
4/24/2019 7:45,1000,250,256269
4/24/2019 8:00,1296,324,256593
4/24/2019 8:15,2120,530,257123
4/24/2019 8:30,2312,578,257701
4/24/2019 8:45,2336,584,258285
4/24/2019 9:00,1544,386,258671
4/24/2019 9:15,1608,402,259073
4/24/2019 9:30,2172,543,259616
4/24/2019 9:45,2792,698,260314
4/24/2019 10:00,2860,715,261029
4/24/2019 10:15,2352,588,261617
4/24/2019 10:30,2744,686,262303
4/24/2019 10:45,2560,640,262943
4/24/2019 11:00,1252,313,263256
4/24/2019 11:15,1224,306,263562
4/24/2019 11:30,2520,630,264192
4/24/2019 11:45,4552,1138,265330
4/24/2019 12:00,9140,2285,267615
4/24/2019 12:15,6760,1690,269305
4/24/2019 12:30,8456,2114,271419
4/24/2019 12:45,11972,2993,274412
4/24/2019 13:00,18300,4575,278987
4/24/2019 13:15,19992,4998,283985
4/24/2019 13:30,19964,4991,288976
4/24/2019 13:45,19040,4760,293736
4/24/2019 14:00,20328,5082,298818
4/24/2019 14:15,19772,4943,303761
4/24/2019 14:30,19644,4911,308672
4/24/2019 14:45,19516,4879,313551
4/24/2019 15:00,18980,4745,318296
4/24/2019 15:15,17540,4385,322681
4/24/2019 15:30,17768,4442,327123
4/24/2019 15:45,16668,4167,331290
4/24/2019 16:00,15760,3940,335230
4/24/2019 16:15,14972,3743,338973
4/24/2019 16:30,12556,3139,342112
4/24/2019 16:45,11412,2853,344965
4/24/2019 17:00,10044,2511,347476
4/24/2019 17:15,9116,2279,349755
4/24/2019 17:30,8808,2202,351957
4/24/2019 17:45,7744,1936,353893
4/24/2019 18:00,5752,1438,355331
4/24/2019 18:15,5168,1292,356623
4/24/2019 18:30,2816,704,357327
4/24/2019 18:45,812,203,357530
4/24/2019 19:00,316,79,357609
4/24/2019 19:15,556,139,357748
4/24/2019 19:30,204,51,357799
4/24/2019 19:45,0,0,357799
4/24/2019 20:00,0,0,357799
4/24/2019 20:15,0,0,357799
4/24/2019 20:30,0,0,357799
4/24/2019 20:45,0,0,357799
4/24/2019 21:00,0,0,357799
4/24/2019 21:15,0,0,357799
4/24/2019 21:30,0,0,357799
4/24/2019 21:45,0,0,357799
4/24/2019 22:00,0,0,357799
4/24/2019 22:15,0,0,357799
4/24/2019 22:30,0,0,357799
4/24/2019 22:45,0,0,357799
4/24/2019 23:00,0,0,357799
4/24/2019 23:15,0,0,357799
4/24/2019 23:30,0,0,357799
4/24/2019 23:45,0,0,357799
4/25/2019 0:00,0,0,357799
4/25/2019 0:15,0,0,357799
4/25/2019 0:30,0,0,357799
4/25/2019 0:45,0,0,357799
4/25/2019 1:00,0,0,357799
4/25/2019 1:15,0,0,357799
4/25/2019 1:30,0,0,357799
4/25/2019 1:45,0,0,357799
4/25/2019 2:00,0,0,357799
4/25/2019 2:15,0,0,357799
4/25/2019 2:30,0,0,357799
4/25/2019 2:45,0,0,357799
4/25/2019 3:00,0,0,357799
4/25/2019 3:15,0,0,357799
4/25/2019 3:30,0,0,357799
4/25/2019 3:45,0,0,357799
4/25/2019 4:00,0,0,357799
4/25/2019 4:15,0,0,357799
4/25/2019 4:30,0,0,357799
4/25/2019 4:45,0,0,357799
4/25/2019 5:00,0,0,357799
4/25/2019 5:15,0,0,357799
4/25/2019 5:30,0,0,357799
4/25/2019 5:45,0,0,357799
4/25/2019 6:00,0,0,357799
4/25/2019 6:15,0,0,357799
4/25/2019 6:30,0,0,357799
4/25/2019 6:45,88,22,357821
4/25/2019 7:00,376,94,357915
4/25/2019 7:15,520,130,358045
4/25/2019 7:30,900,225,358270
4/25/2019 7:45,1168,292,358562
4/25/2019 8:00,1364,341,358903
4/25/2019 8:15,1820,455,359358
4/25/2019 8:30,2084,521,359879
4/25/2019 8:45,2588,647,360526
4/25/2019 9:00,3028,757,361283
4/25/2019 9:15,3588,897,362180
4/25/2019 9:30,4304,1076,363256
4/25/2019 9:45,5668,1417,364673
4/25/2019 10:00,8088,2022,366695
4/25/2019 10:15,8272,2068,368763
4/25/2019 10:30,10100,2525,371288
4/25/2019 10:45,10404,2601,373889
4/25/2019 11:00,12832,3208,377097
4/25/2019 11:15,12604,3151,380248
4/25/2019 11:30,14220,3555,383803
4/25/2019 11:45,16212,4053,387856
4/25/2019 12:00,15852,3963,391819
4/25/2019 12:15,19252,4813,396632
4/25/2019 12:30,20332,5083,401715
4/25/2019 12:45,19064,4766,406481
4/25/2019 13:00,20212,5053,411534
4/25/2019 13:15,21480,5370,416904
4/25/2019 13:30,21664,5416,422320
4/25/2019 13:45,21632,5408,427728
4/25/2019 14:00,21608,5402,433130
4/25/2019 14:15,21612,5403,438533
4/25/2019 14:30,21520,5380,443913
4/25/2019 14:45,21416,5354,449267
4/25/2019 15:00,20928,5232,454499
4/25/2019 15:15,20220,5055,459554
4/25/2019 15:30,19704,4926,464480
4/25/2019 15:45,18852,4713,469193
4/25/2019 16:00,17956,4489,473682
4/25/2019 16:15,14196,3549,477231
4/25/2019 16:30,16428,4107,481338
4/25/2019 16:45,10296,2574,483912
4/25/2019 17:00,9820,2455,486367
4/25/2019 17:15,8996,2249,488616
4/25/2019 17:30,9580,2395,491011
4/25/2019 17:45,8012,2003,493014
4/25/2019 18:00,8468,2117,495131
4/25/2019 18:15,4700,1175,496306
4/25/2019 18:30,3020,755,497061
4/25/2019 18:45,4400,1100,498161
4/25/2019 19:00,2624,656,498817
4/25/2019 19:15,1600,400,499217
4/25/2019 19:30,932,233,499450
4/25/2019 19:45,544,136,499586
4/25/2019 20:00,288,72,499658
4/25/2019 20:15,72,18,499676
4/25/2019 20:30,0,0,499676
4/25/2019 20:45,0,0,499676
4/25/2019 21:00,0,0,499676
4/25/2019 21:15,0,0,499676
4/25/2019 21:30,0,0,499676
4/25/2019 21:45,0,0,499676
4/25/2019 22:00,0,0,499676
4/25/2019 22:15,0,0,499676
4/25/2019 22:30,0,0,499676
4/25/2019 22:45,0,0,499676
4/25/2019 23:00,0,0,499676
4/25/2019 23:15,0,0,499676
4/25/2019 23:30,0,0,499676
4/25/2019 23:45,0,0,499676
4/26/2019 0:00,0,0,499676
4/26/2019 0:15,0,0,499676
4/26/2019 0:30,0,0,499676
4/26/2019 0:45,0,0,499676
4/26/2019 1:00,0,0,499676
4/26/2019 1:15,0,0,499676
4/26/2019 1:30,0,0,499676
4/26/2019 1:45,0,0,499676
4/26/2019 2:00,0,0,499676
4/26/2019 2:15,0,0,499676
4/26/2019 2:30,0,0,499676
4/26/2019 2:45,0,0,499676
4/26/2019 3:00,0,0,499676
4/26/2019 3:15,0,0,499676
4/26/2019 3:30,0,0,499676
4/26/2019 3:45,0,0,499676
4/26/2019 4:00,0,0,499676
4/26/2019 4:15,0,0,499676
4/26/2019 4:30,0,0,499676
4/26/2019 4:45,0,0,499676
4/26/2019 5:00,0,0,499676
4/26/2019 5:15,0,0,499676
4/26/2019 5:30,0,0,499676
4/26/2019 5:45,0,0,499676
4/26/2019 6:00,0,0,499676
4/26/2019 6:15,0,0,499676
4/26/2019 6:30,128,32,499708
4/26/2019 6:45,336,84,499792
4/26/2019 7:00,504,126,499918
4/26/2019 7:15,700,175,500093
4/26/2019 7:30,1156,289,500382
4/26/2019 7:45,2156,539,500921
4/26/2019 8:00,3716,929,501850
4/26/2019 8:15,5300,1325,503175
4/26/2019 8:30,7004,1751,504926
4/26/2019 8:45,8552,2138,507064
4/26/2019 9:00,10004,2501,509565
4/26/2019 9:15,11448,2862,512427
4/26/2019 9:30,12800,3200,515627
4/26/2019 9:45,14072,3518,519145
4/26/2019 10:00,15292,3823,522968
4/26/2019 10:15,16512,4128,527096
4/26/2019 10:30,17624,4406,531502
4/26/2019 10:45,18756,4689,536191
4/26/2019 11:00,19668,4917,541108
4/26/2019 11:15,20468,5117,546225
4/26/2019 11:30,21188,5297,551522
4/26/2019 11:45,21476,5369,556891
4/26/2019 12:00,21536,5384,562275
4/26/2019 12:15,21580,5395,567670
4/26/2019 12:30,21588,5397,573067
4/26/2019 12:45,21636,5409,578476
4/26/2019 13:00,21644,5411,583887
4/26/2019 13:15,21644,5411,589298
4/26/2019 13:30,21628,5407,594705
4/26/2019 13:45,21652,5413,600118
4/26/2019 14:00,19840,4960,605078
4/26/2019 14:15,20864,5216,610294
4/26/2019 14:30,19848,4962,615256
4/26/2019 14:45,21124,5281,620537
4/26/2019 15:00,19848,4962,625499
4/26/2019 15:15,20376,5094,630593
4/26/2019 15:30,19476,4869,635462
4/26/2019 15:45,19816,4954,640416
4/26/2019 16:00,18736,4684,645100
4/26/2019 16:15,17636,4409,649509
4/26/2019 16:30,16524,4131,653640
4/26/2019 16:45,15312,3828,657468
4/26/2019 17:00,14008,3502,660970
4/26/2019 17:15,12556,3139,664109
4/26/2019 17:30,11044,2761,666870
4/26/2019 17:45,9040,2260,669130
4/26/2019 18:00,7904,1976,671106
4/26/2019 18:15,6368,1592,672698
4/26/2019 18:30,4980,1245,673943
4/26/2019 18:45,3684,921,674864
4/26/2019 19:00,2552,638,675502
4/26/2019 19:15,1684,421,675923
4/26/2019 19:30,976,244,676167
4/26/2019 19:45,508,127,676294
4/26/2019 20:00,260,65,676359
4/26/2019 20:15,48,12,676371
4/26/2019 20:30,0,0,676371
4/26/2019 20:45,0,0,676371
4/26/2019 21:00,0,0,676371
4/26/2019 21:15,0,0,676371
4/26/2019 21:30,0,0,676371
4/26/2019 21:45,0,0,676371
4/26/2019 22:00,0,0,676371
4/26/2019 22:15,0,0,676371
4/26/2019 22:30,0,0,676371
4/26/2019 22:45,0,0,676371
4/26/2019 23:00,0,0,676371
4/26/2019 23:15,0,0,676371
4/26/2019 23:30,0,0,676371
4/26/2019 23:45,0,0,676371
4/27/2019 0:00,0,0,676371
4/27/2019 0:15,0,0,676371
4/27/2019 0:30,0,0,676371
4/27/2019 0:45,0,0,676371
4/27/2019 1:00,0,0,676371
4/27/2019 1:15,0,0,676371
4/27/2019 1:30,0,0,676371
4/27/2019 1:45,0,0,676371
4/27/2019 2:00,0,0,676371
4/27/2019 2:15,0,0,676371
4/27/2019 2:30,0,0,676371
4/27/2019 2:45,0,0,676371
4/27/2019 3:00,0,0,676371
4/27/2019 3:15,0,0,676371
4/27/2019 3:30,0,0,676371
4/27/2019 3:45,0,0,676371
4/27/2019 4:00,0,0,676371
4/27/2019 4:15,0,0,676371
4/27/2019 4:30,0,0,676371
4/27/2019 4:45,0,0,676371
4/27/2019 5:00,0,0,676371
4/27/2019 5:15,0,0,676371
4/27/2019 5:30,0,0,676371
4/27/2019 5:45,0,0,676371
4/27/2019 6:00,0,0,676371
4/27/2019 6:15,0,0,676371
4/27/2019 6:30,0,0,676371
4/27/2019 6:45,16,4,676375
4/27/2019 7:00,172,43,676418
4/27/2019 7:15,308,77,676495
4/27/2019 7:30,416,104,676599
4/27/2019 7:45,576,144,676743
4/27/2019 8:00,848,212,676955
4/27/2019 8:15,1280,320,677275
4/27/2019 8:30,1600,400,677675
4/27/2019 8:45,1840,460,678135
4/27/2019 9:00,2248,562,678697
4/27/2019 9:15,2948,737,679434
4/27/2019 9:30,2980,745,680179
4/27/2019 9:45,3044,761,680940
4/27/2019 10:00,3644,911,681851
4/27/2019 10:15,3896,974,682825
4/27/2019 10:30,4024,1006,683831
4/27/2019 10:45,4156,1039,684870
4/27/2019 11:00,4672,1168,686038
4/27/2019 11:15,5628,1407,687445
4/27/2019 11:30,6232,1558,689003
4/27/2019 11:45,6400,1600,690603
4/27/2019 12:00,6916,1729,692332
4/27/2019 12:15,8628,2157,694489
4/27/2019 12:30,9148,2287,696776
4/27/2019 12:45,9320,2330,699106
4/27/2019 13:00,10224,2556,701662
4/27/2019 13:15,10440,2610,704272
4/27/2019 13:30,12280,3070,707342
4/27/2019 13:45,15104,3776,711118
4/27/2019 14:00,16816,4204,715322
4/27/2019 14:15,16488,4122,719444
4/27/2019 14:30,15572,3893,723337
4/27/2019 14:45,19520,4880,728217
4/27/2019 15:00,19836,4959,733176
4/27/2019 15:15,19184,4796,737972
4/27/2019 15:30,17504,4376,742348
4/27/2019 15:45,14972,3743,746091
4/27/2019 16:00,13928,3482,749573
4/27/2019 16:15,17532,4383,753956
4/27/2019 16:30,15500,3875,757831
4/27/2019 16:45,12192,3048,760879
4/27/2019 17:00,12768,3192,764071
4/27/2019 17:15,12620,3155,767226
4/27/2019 17:30,10584,2646,769872
4/27/2019 17:45,8656,2164,772036
4/27/2019 18:00,6628,1657,773693
4/27/2019 18:15,6204,1551,775244
4/27/2019 18:30,4680,1170,776414
4/27/2019 18:45,3700,925,777339
4/27/2019 19:00,2640,660,777999
4/27/2019 19:15,1648,412,778411
4/27/2019 19:30,960,240,778651
4/27/2019 19:45,608,152,778803
4/27/2019 20:00,384,96,778899
4/27/2019 20:15,136,34,778933
4/27/2019 20:30,0,0,778933
4/27/2019 20:45,0,0,778933
4/27/2019 21:00,0,0,778933
4/27/2019 21:15,0,0,778933
4/27/2019 21:30,0,0,778933
4/27/2019 21:45,0,0,778933
4/27/2019 22:00,0,0,778933
4/27/2019 22:15,0,0,778933
4/27/2019 22:30,0,0,778933
4/27/2019 22:45,0,0,778933
4/27/2019 23:00,0,0,778933
4/27/2019 23:15,0,0,778933
4/27/2019 23:30,0,0,778933
4/27/2019 23:45,0,0,778933
4/28/2019 0:00,0,0,778933
4/28/2019 0:15,0,0,778933
4/28/2019 0:30,0,0,778933
4/28/2019 0:45,0,0,778933
4/28/2019 1:00,0,0,778933
4/28/2019 1:15,0,0,778933
4/28/2019 1:30,0,0,778933
4/28/2019 1:45,0,0,778933
4/28/2019 2:00,0,0,778933
4/28/2019 2:15,0,0,778933
4/28/2019 2:30,0,0,778933
4/28/2019 2:45,0,0,778933
4/28/2019 3:00,0,0,778933
4/28/2019 3:15,0,0,778933
4/28/2019 3:30,0,0,778933
4/28/2019 3:45,0,0,778933
4/28/2019 4:00,0,0,778933
4/28/2019 4:15,0,0,778933
4/28/2019 4:30,0,0,778933
4/28/2019 4:45,0,0,778933
4/28/2019 5:00,0,0,778933
4/28/2019 5:15,0,0,778933
4/28/2019 5:30,0,0,778933
4/28/2019 5:45,0,0,778933
4/28/2019 6:00,0,0,778933
4/28/2019 6:15,8,2,778935
4/28/2019 6:30,320,80,779015
4/28/2019 6:45,732,183,779198
4/28/2019 7:00,1056,264,779462
4/28/2019 7:15,1616,404,779866
4/28/2019 7:30,1988,497,780363
4/28/2019 7:45,2612,653,781016
4/28/2019 8:00,2448,612,781628
4/28/2019 8:15,3284,821,782449
4/28/2019 8:30,3676,919,783368
4/28/2019 8:45,4748,1187,784555
4/28/2019 9:00,4920,1230,785785
4/28/2019 9:15,6200,1550,787335
4/28/2019 9:30,6984,1746,789081
4/28/2019 9:45,7984,1996,791077
4/28/2019 10:00,9256,2314,793391
4/28/2019 10:15,10240,2560,795951
4/28/2019 10:30,11772,2943,798894
4/28/2019 10:45,11432,2858,801752
4/28/2019 11:00,13936,3484,805236
4/28/2019 11:15,14240,3560,808796
4/28/2019 11:30,15148,3787,812583
4/28/2019 11:45,11276,2819,815402
4/28/2019 12:00,13080,3270,818672
4/28/2019 12:15,14332,3583,822255
4/28/2019 12:30,13516,3379,825634
4/28/2019 12:45,14136,3534,829168
4/28/2019 13:00,13560,3390,832558
4/28/2019 13:15,13436,3359,835917
4/28/2019 13:30,13232,3308,839225
4/28/2019 13:45,12184,3046,842271
4/28/2019 14:00,11140,2785,845056
4/28/2019 14:15,11128,2782,847838
4/28/2019 14:30,8964,2241,850079
4/28/2019 14:45,6768,1692,851771
4/28/2019 15:00,8112,2028,853799
4/28/2019 15:15,8720,2180,855979
4/28/2019 15:30,8068,2017,857996
4/28/2019 15:45,7916,1979,859975
4/28/2019 16:00,4440,1110,861085
4/28/2019 16:15,3328,832,861917
4/28/2019 16:30,4980,1245,863162
4/28/2019 16:45,4632,1158,864320
4/28/2019 17:00,3600,900,865220
4/28/2019 17:15,3348,837,866057
4/28/2019 17:30,2164,541,866598
4/28/2019 17:45,1592,398,866996
4/28/2019 18:00,1168,292,867288
4/28/2019 18:15,980,245,867533
4/28/2019 18:30,1044,261,867794
4/28/2019 18:45,672,168,867962
4/28/2019 19:00,408,102,868064
4/28/2019 19:15,168,42,868106
4/28/2019 19:30,168,42,868148
4/28/2019 19:45,88,22,868170
4/28/2019 20:00,4,1,868171
4/28/2019 20:15,0,0,868171
4/28/2019 20:30,0,0,868171
4/28/2019 20:45,0,0,868171
4/28/2019 21:00,0,0,868171
4/28/2019 21:15,0,0,868171
4/28/2019 21:30,0,0,868171
4/28/2019 21:45,0,0,868171
4/28/2019 22:00,0,0,868171
4/28/2019 22:15,0,0,868171
4/28/2019 22:30,0,0,868171
4/28/2019 22:45,0,0,868171
4/28/2019 23:00,0,0,868171
4/28/2019 23:15,0,0,868171
4/28/2019 23:30,0,0,868171
4/28/2019 23:45,0,0,868171
4/29/2019 0:00,0,0,868171
4/29/2019 0:15,0,0,868171
4/29/2019 0:30,0,0,868171
4/29/2019 0:45,0,0,868171
4/29/2019 1:00,0,0,868171
4/29/2019 1:15,0,0,868171
4/29/2019 1:30,0,0,868171
4/29/2019 1:45,0,0,868171
4/29/2019 2:00,0,0,868171
4/29/2019 2:15,0,0,868171
4/29/2019 2:30,0,0,868171
4/29/2019 2:45,0,0,868171
4/29/2019 3:00,0,0,868171
4/29/2019 3:15,0,0,868171
4/29/2019 3:30,0,0,868171
4/29/2019 3:45,0,0,868171
4/29/2019 4:00,0,0,868171
4/29/2019 4:15,0,0,868171
4/29/2019 4:30,0,0,868171
4/29/2019 4:45,0,0,868171
4/29/2019 5:00,0,0,868171
